Date,Open,High,Low,Close,Volume,SMA_10,SMA_20,RSI,MACD,Volatility,Sector_Index,News_Sentiment,Foreign_Investment,Domestic_Investment,Sector,Market_Trend,Day_of_Week,Is_Holiday,Market_Phase
2013-04-15,23.861,23.997,23.374,23.431,625393.0,32.942123,39.61334611111111,50.72394501011082,1.3822013001970772,2.4122963448794112,2998.8249552696498,0.0832421454494052,-101093.0,56101.0,Automobile,Bearish,Friday,No,Midday
2007-05-18,5.5583,5.6715,5.4671,5.6568,493134.0,32.737803,37.82615947368421,49.77420574075244,-0.3210438400840056,2.286833128042098,3000.412511379049,0.2672582481539716,-32105.0,109687.0,Technology,Bullish,Monday,No,Midday
2006-02-10,30.11,30.36,29.76,29.99,342832.0,35.058383,37.4343515,50.95915151227918,0.1093880743846941,2.348078896315809,3000.1119261703493,-0.4775671032730768,173477.0,49950.0,Energy,Neutral,Tuesday,No,Opening
2017-10-23,11.9,12.4,11.85,12.35,6356.0,35.268683,37.37235149999999,47.557579444148885,0.1633322356544144,2.3677405689124775,3000.435573441009,0.2617996899155548,104257.0,-107342.0,Finance,Bullish,Wednesday,No,Opening
2015-04-24,55.36,55.36,54.791,54.86,1302055.0,38.619283,39.8423515,45.15341842962721,-0.228863110846512,2.4049613146614686,3000.6100361219305,0.1335794028533745,153342.0,-5023.0,Automobile,Bearish,Thursday,No,Opening
2009-03-13,13.25,13.59,13.121,13.28,616738.0,39.92548,32.59835149999999,50.457194216463655,0.2822532420687306,1.8693646677077362,3000.7556008567367,-0.9568264912690514,17201.0,-22276.0,Energy,Neutral,Friday,No,Midday
2008-04-30,121.68,124.85,120.56,123.0,4126226.0,51.88947999999999,38.0808515,58.08122527095334,0.334897062778038,1.8048519539422878,3001.2678142184022,0.7651098409363364,243555.0,52438.0,Technology,Bullish,Monday,No,Midday
2011-04-21,12.3,12.373,12.16,12.174,1907811.0,51.02358,38.2465015,50.11658842919556,0.335215819990551,1.9033594642166445,3000.778151022097,0.0677020844426297,-145030.0,34862.0,Technology,Bearish,Tuesday,No,Opening
2008-07-07,42.12,42.23,40.11,40.32,117901.0,33.11658,39.4600015,51.124310412869114,-0.2285451600341805,1.7713214998670532,3002.119426177497,0.168738949619601,-127121.0,19026.0,Healthcare,Bearish,Wednesday,No,Midday
2011-07-19,8.9359,8.9359,8.7208,8.9359,58809.0,32.399770000000004,37.5473965,50.51059421484028,-0.1465254002412421,1.6309315204444466,3001.3713773113795,-0.6973393645533024,149027.0,200434.0,Healthcare,Neutral,Thursday,No,Midday
2017-08-25,3.4401,3.45,3.35,3.45,15336.0,30.40167,31.671896499999995,50.00525674896477,-0.3969665320102093,1.6456090800610612,3001.303298056745,0.6079711926527873,84887.0,-53801.0,Finance,Neutral,Friday,No,Midday
2011-03-18,54.53,54.59,53.797,53.817,1163102.0,35.21769,33.9777465,51.855250836842764,-0.5255755203670464,1.8183981335484787,3000.315391852683,0.0629448042079137,48469.0,147116.0,Energy,Bearish,Monday,No,Closing
2010-04-28,10.728,10.728,10.728,10.728,562.0,33.29149,34.174936499999994,35.77566531836953,-0.0447643459734678,1.8251212562386088,3001.202727587573,-0.8229187092305503,204914.0,33118.0,Energy,Neutral,Tuesday,No,Closing
2015-04-28,48.05,49.61,42.67,47.02,397200.0,36.75849,36.0135865,52.728808221518925,1.0615724708149323,1.8649712499558346,3000.453663461262,0.4018373036038114,-9048.0,-27055.0,Healthcare,Bearish,Wednesday,No,Midday
2005-09-02,11.362,11.601,11.342,11.381,71450.0,32.41059,35.5149365,48.98703131073609,1.4273344581532483,1.8566233676842707,3001.21379339888,-0.0221322157892089,-109155.0,42325.0,Energy,Neutral,Thursday,No,Closing
2005-11-21,31.25,31.25,31.25,31.25,4.0,34.20759,37.066535,52.14391071456095,0.9197007601342708,1.8319885436540306,3001.5322016470686,-0.3306794716418455,9712.0,145022.0,Energy,Neutral,Friday,Yes,Midday
2012-01-20,20.398,20.398,20.04,20.113,225284.0,23.91889,37.904185,49.15391007135698,-0.3247148143990095,1.6730011828684823,3001.770771618739,0.843163372273332,177271.0,106716.0,Technology,Bearish,Monday,No,Closing
2013-10-29,612.0,617.04,610.8,612.0,1349.0,83.90149,67.462535,75.89314398427541,0.2853702288648381,1.8348169504499703,3002.8553886509494,0.6425560663935812,-147510.0,-47202.0,Healthcare,Neutral,Tuesday,No,Opening
2012-12-27,18.979,19.02,18.856,18.922,28594.0,81.76169,57.439135,48.94825870646766,-1.4328394237088309,2.1712173657699747,3002.391329316773,-0.9144113065856808,77122.0,-65121.0,Automobile,Neutral,Wednesday,No,Midday
2013-10-24,29.891,30.298,29.706,30.157,112679.0,83.8838,58.141785000000006,50.50284389701785,-0.1085026238211774,2.1156514986016206,3003.791624455958,0.3972562872347671,106180.0,214246.0,Healthcare,Bullish,Thursday,No,Opening
2006-02-16,25.205,26.084,25.196,25.979,1008985.0,86.13669999999999,58.26918500000001,46.91529320945458,-0.2719876204718294,2.0854170816093376,3003.526047124575,-0.6557306106808094,-51835.0,-106113.0,Automobile,Bullish,Friday,No,Closing
2009-04-07,5.05,5.3,4.99,5.07,312391.0,81.262,58.239845,49.760436394243996,1.3120360086666023,1.9468736529667516,3003.994585811822,-0.9666429735225854,-112267.0,249957.0,Technology,Neutral,Monday,No,Closing
2012-08-15,10.819,10.878,10.809,10.849,261475.0,81.2741,57.282795,48.990946560672285,0.1822865023421068,1.9046338355923114,3003.900546825077,-0.5627207424270033,-142088.0,159841.0,Finance,Neutral,Tuesday,No,Closing
2016-11-04,5.7458,5.9266,5.7458,5.7908,47310.0,77.15118,56.95483499999999,49.89033845184853,0.0355051239522959,1.8384946840097653,3004.536061343241,-0.9044905075105348,-41725.0,-65261.0,Energy,Bullish,Wednesday,No,Midday
2015-01-27,52.715,53.319,52.48,52.938,1041596.0,81.30688,56.858735,51.67680402129373,-0.0479038566752715,1.9295102527956896,3003.7136196008323,0.2764697216408991,-29067.0,168755.0,Technology,Neutral,Thursday,No,Opening
2002-08-28,13.247,13.338,12.882,13.118,778202.0,79.49368000000001,56.850635,48.61106693565989,-0.2036037983364637,1.960560750982153,3003.8900227197846,0.5149100195634515,-93358.0,10723.0,Energy,Bearish,Friday,No,Midday
2015-12-23,19.8,19.8,18.0,18.0,22007.0,79.28238,51.600635,50.254816279985064,0.3720900390673389,1.9599951177438013,3003.986420027157,-0.6437078498227602,222261.0,-35363.0,Finance,Bearish,Monday,No,Opening
2010-10-14,19.636,20.171,19.399,20.132,9091.0,20.09558,51.998535,49.03471576816636,-0.4636815884866905,1.554828971832695,3004.4588800947463,-0.5812972167585844,242108.0,135779.0,Finance,Bullish,Tuesday,No,Opening
2012-10-26,11.61,11.85,11.13,11.66,786176.0,19.36938,50.565535,50.01021541415925,0.3849076906420314,1.111190287526308,3004.9038057279963,-0.731875485725332,123632.0,-1382.0,Technology,Neutral,Wednesday,No,Closing
2015-09-24,11.09,11.43,10.96,11.15,603990.0,17.46868,50.67624,49.253467698252976,1.002229685501654,1.0965550390933232,3004.2092922073784,0.124734572506681,126830.0,-148336.0,Finance,Bullish,Thursday,No,Opening
2017-07-12,6.8904,6.9304,6.7107,6.7506,1945656.0,15.545840000000002,50.84127,49.50121195669864,0.0788484318077288,1.1039750751875244,3005.4648902969298,-0.0213266263217153,-106244.0,-148139.0,Automobile,Bearish,Friday,No,Opening
2007-01-19,2.23,2.23,2.16,2.23,59500.0,15.261839999999998,48.26192,9.463272103774884,-0.2200318523631951,1.034948498536095,3005.4931052525926,-0.987697352012212,-103768.0,-147169.0,Finance,Neutral,Monday,No,Opening
2006-05-10,15.93,15.93,14.98,15.09,110344.0,15.68594,48.48002,48.885414048902135,-0.052724209350524,1.1913477932320804,3006.2305540661227,-0.260735343427702,-2723.0,-47235.0,Energy,Bearish,Tuesday,No,Midday
2016-04-26,4.6818,4.7607,4.673,4.7169,220238.0,15.578550000000002,46.364865,42.56313563161938,0.8404798224394154,1.2355215313322143,3005.175760283266,-0.823907868521149,-7357.0,47174.0,Energy,Bullish,Wednesday,No,Midday
2016-09-06,2.3435,2.3586,2.3435,2.3586,1086.0,10.52061,45.913745,43.020834318239814,0.097452233273845,0.9637091948285585,3004.882561797941,0.1579718421806948,202874.0,6852.0,Energy,Bullish,Thursday,No,Midday
2013-10-01,34.8,34.8,33.9,34.5,7340.0,12.65881,46.076245,58.154468859515895,-0.4265338407147437,1.268616044056214,3005.933310811037,-0.0524251686542647,-99011.0,169511.0,Energy,Bearish,Friday,No,Closing
2012-03-23,4.35,4.61,4.35,4.55,12224.0,11.31381,45.298095,48.46083698800042,0.5660574947155822,1.4295589613599942,3007.485125229875,-0.0822158320548358,143753.0,-127922.0,Automobile,Bullish,Monday,No,Opening
2014-12-11,16.2,16.5,15.9,16.1,34569.0,10.91061,15.503095000000002,52.44159608935369,-0.4974841003236702,1.4967101551631246,3007.947022047568,0.4702690237992277,-26345.0,44378.0,Healthcare,Bearish,Tuesday,No,Closing
2017-08-10,7.8,8.0,7.45,7.65,262301.0,10.50961,14.939495,36.86686138634531,-0.1633993055753629,1.5056904245474603,3007.94774406556,-0.0812631840051616,57304.0,192081.0,Technology,Bearish,Wednesday,No,Opening
2011-01-20,15.99,16.54,15.25,16.37,127458.0,11.03161,14.250145,51.15059001350134,0.1604140223827524,1.5269316164417621,3007.071708274477,-0.0276382885509598,-129593.0,108355.0,Energy,Bullish,Thursday,No,Midday
2017-06-29,4.56,4.7424,4.332,4.668,25100.0,10.82335,13.184595000000002,45.50016606047838,-0.5649212054153483,1.5743545135075523,3007.869267833866,0.2652645618094951,45340.0,151315.0,Finance,Bullish,Friday,No,Midday
2016-02-25,25.5,25.62,25.3001,25.62,7457.0,13.16235,14.212095,51.643519239477016,-1.2504878023364336,1.6123501265138793,3008.2251398613694,-0.3972886950492853,144733.0,-128585.0,Energy,Neutral,Monday,No,Opening
2011-11-09,25.67,26.624,25.024,25.372,9046281.0,14.190549999999998,14.938245,54.319153707945546,0.3146103001267799,1.502232389210845,3006.18720883601,0.8748066923456548,-25138.0,-35314.0,Finance,Bearish,Tuesday,No,Opening
2015-12-08,6.4529,6.5024,6.2348,6.3538,2797371.0,14.35424,14.966395,48.64699875312421,-1.5342876226089388,1.52363789445009,3004.7076981439486,-0.4370438630404065,214814.0,-107008.0,Finance,Bearish,Wednesday,No,Midday
2011-08-04,13.55,13.691,13.264,13.272,218544.0,15.445579999999998,12.983095,51.81390039485582,-0.6485933128296768,1.5153250523548285,3005.102937642779,0.8275513532806391,151364.0,-61982.0,Energy,Bearish,Thursday,No,Midday
2016-10-07,28.04,28.04,28.02,28.02,200.0,14.79758,13.728195,56.78722790558618,0.5447302274947162,1.2614151661587205,3004.433966093873,0.6273631592125251,54598.0,176822.0,Automobile,Neutral,Friday,No,Opening
2015-11-02,25.35,25.5,25.3,25.3,881.0,16.872580000000003,14.093195,52.8384891342302,0.293439492098319,1.0507626285604872,3003.5783527624194,0.8124927392999437,-130557.0,216033.0,Finance,Neutral,Monday,No,Opening
2007-08-31,2.3982,2.5413,2.375,2.4859,980550.0,15.511169999999998,13.21089,49.41988723294268,-0.1105513310928295,1.232365923694453,3003.564708523193,-0.633442218842635,-8428.0,62616.0,Finance,Bullish,Tuesday,No,Midday
2014-12-24,40.309,40.434,40.085,40.299,95438.0,18.77607,14.64284,58.32957913455836,-0.6268462120255918,1.5256262478832334,3003.953591676591,-0.5374721931322166,51213.0,-18037.0,Energy,Neutral,Wednesday,No,Opening
2004-09-15,33.952,34.154,33.801,33.876,814473.0,20.526670000000003,15.779140000000002,49.84556489095988,-0.3017110293658838,1.5137311728287464,3005.32098512707,0.6956367557554823,61468.0,-30533.0,Finance,Neutral,Thursday,No,Closing
2013-01-23,1.56,1.6,1.55,1.56,85531.0,20.21587,15.51961,49.26856451750207,0.4035406037165177,1.7781103887687364,3004.665309790916,0.9143446960961426,-104622.0,-85588.0,Finance,Neutral,Friday,No,Opening
2010-05-24,28.5,29.0,27.9,28.3,357550.0,20.48387,16.82311,52.77799789236485,-0.0926564926960129,1.9457835583862901,3005.137537621382,0.5064179153135462,21616.0,178060.0,Energy,Bearish,Monday,No,Midday
2006-12-05,22.192,22.632,22.192,22.503,197108.0,20.19697,17.19376,53.42346088316207,-0.8646110523955027,1.9472675106085606,3004.293589846098,0.276010342290121,-8670.0,29188.0,Energy,Bullish,Tuesday,No,Opening
2010-06-10,4.1359,4.2352,4.1281,4.2276,1451507.0,19.98435,17.169294999999998,47.319380974457445,-0.6159487322071487,1.971745729726938,3003.9279516308343,0.6188114088961567,-50258.0,149751.0,Technology,Bullish,Wednesday,No,Midday
2007-01-11,32.032,32.292,31.937,32.083,2532128.0,21.865450000000003,18.655515,55.649353111461316,-0.3042355922557293,2.068107414755014,3004.1779548167688,-0.9168056339495804,10863.0,-113260.0,Automobile,Neutral,Thursday,No,Midday
2014-04-14,16.47,16.6,15.85,16.1,244400.0,20.67345,17.735515,47.99721798430928,0.2568870174485676,2.0671462334405546,3004.12507188696,0.7086846898986208,188740.0,-93770.0,Automobile,Bearish,Friday,No,Opening
2014-07-10,79.237,79.433,78.426,78.987,648926.0,26.04215,21.457365000000003,58.92665673021465,0.0731930164766207,2.1311989219624703,3002.9755218386804,-0.4377448523049059,213073.0,-11717.0,Finance,Neutral,Monday,No,Opening
2014-06-02,8.25,8.3,8.175,8.26,65254.0,26.61956,21.065365,50.270753815438546,-0.8725176329271274,2.123368450282724,3003.5176318918016,-0.8866873917364024,171656.0,179358.0,Automobile,Neutral,Tuesday,No,Opening
2016-05-02,18.169,18.326,16.835,17.399,552155.0,24.32956,21.552815,50.58251796814569,0.9429394275562192,1.9277740273473802,3004.26474727961,0.3631960141823067,-79137.0,167944.0,Finance,Bearish,Wednesday,No,Closing
2014-07-15,19.397,19.458,19.35,19.404,78858.0,22.88236,21.704515,48.738488118420456,-0.5200306498776581,1.928386234778414,3006.468097436322,0.5055712816805735,-62577.0,194554.0,Technology,Neutral,Thursday,Yes,Midday
2014-07-18,20.427,20.532,20.235,20.449,97015.0,24.77126,22.493565,49.28623977399799,0.3087325553059523,1.6112620740826233,3006.747819801393,0.2543658612435859,113428.0,75085.0,Energy,Neutral,Friday,No,Midday
2008-04-11,19.516,19.814,19.466,19.483,438406.0,23.88956,22.186715,52.672736175743815,-0.6631544387814167,1.317262769320539,3006.984182542889,-0.2997207125200849,104309.0,72292.0,Energy,Neutral,Monday,Yes,Opening
2012-09-05,66.194,66.532,65.572,65.918,1991890.0,28.231060000000003,24.214015,53.92215038987266,1.7373521502244178,1.3722714190547525,3007.337118013112,-0.7655886468222268,-97363.0,248375.0,Energy,Neutral,Tuesday,No,Closing
2014-01-08,48.224,48.88,48.026,48.77,10582846.0,32.6853,26.334825,52.20770381016413,0.9275119436729666,1.236517576162528,3006.189371572641,0.5379812271093669,171593.0,70954.0,Automobile,Bullish,Wednesday,No,Midday
2014-12-22,11.849,11.858,11.773,11.773,118848.0,30.6543,26.259875,51.49312952814591,-0.5420894608656646,1.162896175127795,3005.10328861102,-0.9052864732296444,-58463.0,156902.0,Technology,Bearish,Thursday,No,Opening
2017-07-11,133.7,136.06,133.67,135.82,1100884.0,42.6263,31.649875,62.23746138234144,0.0619224165188528,1.3873174689923988,3005.108939541083,0.5193946414546753,232371.0,52189.0,Automobile,Bullish,Friday,No,Midday
2017-03-21,43.037,44.372,42.948,43.914,1903276.0,39.119,32.580575,52.03752913406866,-0.720459143709905,1.3534905661881453,3003.1216260778674,0.914898921966345,122488.0,61852.0,Automobile,Bullish,Monday,No,Opening
1987-01-27,7.6781,7.7694,7.6094,7.6781,718071.0,39.06081,32.840185000000005,50.31750556658434,-0.2491903697517918,1.267740116499352,3002.1839785426127,0.9936274993312888,-92915.0,61880.0,Technology,Neutral,Tuesday,No,Midday
1986-05-12,13.329,13.44,13.228,13.44,16805.0,38.664910000000006,31.497235,48.21181516059996,0.2960623786870252,1.2568387423171192,3001.816161643096,-0.2073875881945013,-91851.0,-49085.0,Technology,Bullish,Wednesday,No,Opening
2007-10-01,34.189,34.801,34.164,34.725,3565363.0,40.19701,31.539685,51.76847109905184,0.5915331249832525,1.2943775757829654,3002.804092261405,-0.782674294460711,-92863.0,-87048.0,Technology,Bullish,Thursday,No,Opening
1998-10-01,15.651,15.763,15.219,15.651,18525542.0,39.71721,32.244235,43.44037907765117,-0.866870609727751,1.322362270544993,3003.117509215832,-0.8109365462419285,98731.0,177.0,Technology,Neutral,Friday,No,Midday
2017-05-26,19.602,19.669,19.386,19.498,87434.0,39.71871,31.804135,51.35107256262324,-0.5239902885374401,1.3245916835863103,3001.831374803819,-0.0169359724056552,-119120.0,180310.0,Energy,Bearish,Monday,No,Midday
2013-01-30,33.919,33.919,33.026,33.119,4312.0,36.43881,32.334935,51.869764481040434,0.6592357576607537,1.2709818012814982,3001.875128561194,0.583508891871924,137617.0,-85231.0,Healthcare,Bearish,Tuesday,No,Opening
2011-01-14,5.2595,5.3741,5.2443,5.3667,1634910.0,32.09848,32.39189,48.426738838400595,0.926739053546372,1.3872483475450634,3002.480225328134,-0.9042433835613546,-76783.0,195421.0,Healthcare,Bullish,Wednesday,No,Midday
2016-12-16,0.56,0.569,0.5548,0.5548,2300.0,30.97666,30.81548,47.78898303577778,-0.5411889594273854,1.4908526127264607,3003.202983691406,-0.6633456148808698,27702.0,-117955.0,Technology,Bearish,Thursday,No,Midday
2017-07-21,5.36,5.37,5.06,5.19,208060.0,17.91366,30.26998,48.42434427234315,0.6697986414340189,1.448749612592069,3004.223942449702,0.1772342331462895,28738.0,52224.0,Healthcare,Bearish,Friday,No,Midday
2016-09-27,25.42,25.75,25.4,25.67,264658.0,16.08926,27.60413,45.293756673843106,-0.8649147407843196,1.5350511371166178,3005.3821898921365,-0.8290866049711507,118933.0,-19349.0,Healthcare,Bullish,Monday,No,Midday
1985-08-28,0.8128,0.8382,0.8128,0.8382,925965.0,15.405270000000002,27.23304,44.49421759486866,-0.2082507386242142,1.807807488868466,3005.975102938948,0.7568229622158509,160286.0,215769.0,Technology,Bullish,Tuesday,No,Opening
2008-10-15,6.5458,6.5458,6.0723,6.0723,151980.0,14.668500000000003,26.666705,49.29363399517895,-0.8010856153700243,1.9278324478495175,3006.4934873478314,0.0061970689739017,246511.0,-109278.0,Healthcare,Bearish,Wednesday,No,Closing
2017-09-11,20.86,20.92,20.71,20.85,394347.0,13.281,26.739005,30.46414353867307,-0.2840151388560852,1.9466987961663114,3006.782786436135,-0.2263279492924306,81214.0,232172.0,Automobile,Neutral,Thursday,No,Closing
2015-06-10,24.51,25.4,23.47,23.85,1806449.0,14.1009,26.909055,45.114629910814706,1.3364906011463122,1.9292480817524453,3007.620929022631,-0.9735356627618434,-24772.0,31519.0,Finance,Bearish,Friday,No,Closing
2007-10-02,50.639,51.088,50.259,50.395,2967085.0,17.1906,28.454654999999995,60.91627742236535,-0.0384306605832847,1.9418468173371526,3006.991868091043,-0.7740237558725647,143676.0,73264.0,Finance,Neutral,Monday,No,Closing
2012-11-29,7.178,7.2416,7.1267,7.2009,11687268.0,14.598790000000005,25.5188,48.66164912902403,-0.1973520269349816,2.035770811412654,3006.887892237597,0.6552155587924404,-89831.0,199808.0,Technology,Neutral,Tuesday,No,Opening
2017-08-17,87.92,88.04,87.44,87.46,282530.0,22.80812,27.4533,59.02801174540302,-0.3953420825186666,2.0996302580887685,3006.3384497479874,0.3979264651855536,72030.0,-68036.0,Energy,Bearish,Wednesday,No,Opening
2017-08-28,5.35,5.35,5.05,5.2,891907.0,23.27264,27.124649999999995,48.52906072694884,-0.2098726550250229,2.1799805049462715,3006.8086428887623,-0.9592287961409895,-50818.0,-60990.0,Technology,Bearish,Thursday,No,Opening
2016-01-08,27.223,27.252,27.223,27.252,315.0,25.47884,21.69625,51.03814604307568,-0.5659554555251114,2.127630605259827,3006.6556804459683,0.9479459706961446,120178.0,242256.0,Energy,Neutral,Friday,No,Opening
2014-10-02,4.5661,4.5813,4.375,4.4666,339427.0,23.3585,19.72388,46.25574919776508,0.095762571960548,2.14542727035989,3007.647775506892,-0.2934916041879487,194548.0,-146428.0,Finance,Bearish,Monday,No,Midday
2017-04-04,22.658,22.726,22.559,22.628,93657.0,25.53748,20.471375,52.31367536512702,-0.0228157874289575,1.872882577075991,3007.774788559375,0.2127816937252604,40754.0,-7703.0,Technology,Neutral,Tuesday,No,Closing
2016-05-27,24.3934,24.3934,24.3934,24.3934,100.0,27.36959,21.019045,53.2215961243436,-0.3201853862441251,1.7809578119484162,3008.8119567862745,0.4452034176974369,78099.0,215816.0,Automobile,Neutral,Wednesday,No,Opening
2015-01-13,7.7754,7.8615,7.712,7.7513,60577.0,26.05972,19.67036,50.33525913503587,-0.3816882134220162,1.7774607153872888,3006.9918938286,0.913036321940304,-33639.0,-106154.0,Healthcare,Neutral,Thursday,No,Midday
2016-04-15,2.43,2.44,2.39,2.43,264849.0,23.91772,19.00931,46.832314967120936,0.1279853113318054,1.8054869972039775,3006.424052294748,0.7808663778437046,-37533.0,-129370.0,Energy,Neutral,Friday,No,Closing
2007-10-03,51.505,51.858,50.982,51.351,2905472.0,24.01332,20.60196,56.46078237259622,-0.510527663250694,2.071159222527647,3007.34840456039,0.1948284216364304,105146.0,65525.0,Healthcare,Neutral,Monday,No,Opening
2006-11-03,25.836,25.929,25.261,25.509,37805.0,25.84413,20.22146,52.36153686336116,-0.168094681888523,1.9762810856771298,3007.44669593508,-0.7212986370013634,-7506.0,179896.0,Healthcare,Bearish,Tuesday,No,Opening
1991-08-08,4.3844,4.4046,4.3153,4.3315,5238807.0,17.531280000000002,20.1697,48.02375442751508,-0.3158530186654814,1.8653881318613204,3008.4769834182,0.6900430722832533,-88658.0,142662.0,Technology,Bearish,Wednesday,No,Closing
2008-05-16,44.368,45.945,44.368,45.854,5829300.0,21.59668,22.43466,52.41034700934693,-1.5442673045122346,1.8057687026290656,3008.7827956616625,0.6335054437341716,-4178.0,-80774.0,Healthcare,Bullish,Thursday,No,Midday
2016-07-05,191.57,192.0,189.98,191.49,845061.0,38.02048,31.74966,62.25762319130666,0.6020641889938418,1.786994278997079,3008.0223272672897,0.2782834169906216,-45185.0,-136816.0,Automobile,Neutral,Friday,No,Closing
2014-10-14,163.74,166.17,159.23,159.46,1437727.0,53.51982,38.43916,63.489161563830606,-1.282856215260428,1.6534451188885488,3009.716425819473,0.9784618993587488,-77992.0,-107376.0,Healthcare,Bearish,Monday,No,Opening
2013-04-08,21.995,22.038,21.969,21.976,25626.0,53.45462,39.49605,44.73263056695891,-1.2377981517276873,1.7377513495561803,3009.199322407777,0.0565941344658362,49674.0,71499.0,Technology,Neutral,Tuesday,No,Midday
2012-10-22,26.184,26.566,25.873,26.115,207669.0,53.62678,40.498185,51.92417525883215,0.626735845695069,1.7385105711609925,3008.60824585554,-0.5725335444794595,-51236.0,-146328.0,Automobile,Neutral,Wednesday,No,Midday
1999-04-16,16.181,17.307,16.181,17.252,3856240.0,54.57685,40.318285,49.057120756053365,-0.7759252547421114,1.6995342868936314,3009.4259661654,-0.4924636757287086,-47735.0,-87396.0,Finance,Bullish,Thursday,No,Closing
2014-01-13,32.02,32.576,31.945,32.308,312112.0,57.56465000000001,40.741185,52.66393677907964,-1.4535382249577402,1.647839367161734,3008.6857055926203,-0.1867813029702989,-124424.0,107130.0,Healthcare,Bullish,Friday,No,Midday
2013-01-11,46.967,46.967,46.327,46.511,1706689.0,57.080650000000006,40.546985,52.30262929548394,0.9361628830732108,1.330509377444092,3007.601817755297,-0.1545921396076262,-10073.0,233256.0,Technology,Bearish,Monday,No,Midday
