Date,Price,Open,High,Low,Vol.,Change %
02/17/1981,0.11885459938814709,0.12106394769904333,0.12170971156197696,0.11866654052304433,12.05M,8.47%
02/18/1981,0.11872289846051998,0.11805570825891387,0.12175497552857073,0.12004599164118974,20.67M,0.0%
02/19/1981,0.1117107058536934,0.11070060447827153,0.10977374245040383,0.10962808571023056,21.94M,-9.27%
02/20/1981,0.11205049900488352,0.11094624617354354,0.1119696375660857,0.10980118130976829,23.82M,0.0%
02/23/1981,0.10840123390133963,0.11205536023701627,0.10798801012081079,0.10859584129705609,13.26M,0.0%
02/24/1981,0.10911212257780177,0.1120923499097499,0.10816340740652104,0.10907312905621759,15.28M,0.0%
02/25/1981,0.11210617692790949,0.10910602307750175,0.10870121667891444,0.1119825849922161,19.65M,0.0%
02/26/1981,0.11004052269011493,0.1102284065662869,0.10797196521504888,0.10841627255494,9.91M,0.0%
02/27/1981,0.12039638599975205,0.11929476702563965,0.12090792494775286,0.11976108699906045,14.96M,9.29%
03-02-1981,0.11990112404088721,0.11774309556030277,0.12068555367622379,0.11886695186149891,10.88M,0.0%
03-03-1981,0.11797771973005197,0.12118863425443828,0.12089884286489161,0.12047920094121246,15.03M,0.0%
03-04-1981,0.11981713653559813,0.11766980986562098,0.11813435269408977,0.12044337828058328,14.96M,0.0%
03-05-1981,0.11905965929141867,0.12072286757451102,0.11897677841349596,0.11971673862318631,5.54M,0.0%
03-06-1981,0.10783176734947775,0.10917986596121752,0.11892607083082994,0.10814521451889131,10.8M,-8.33%
03-09-1981,0.10837333910002399,0.11000730033067996,0.11077191293085502,0.11122171609509512,15.19M,0.0%
03-10-1981,0.0982137885390535,0.10059664305895351,0.10070094670562912,0.0993836395116636,28.37M,-9.36%
03-11-1981,0.1000044888285073,0.10168278173106289,0.10086028310429691,0.10013047940073264,32.83M,0.0%
03-12-1981,0.09924872008650497,0.09825085442175119,0.10028465067219289,0.1002916844534104,56.83M,0.0%
03/13/1981,0.0990780020937714,0.09969230124101258,0.09977773239783129,0.09965042522072488,245.16M,0.0%
03/16/1981,0.0998534311145571,0.10171835667034064,0.09984338253303236,0.10014237356434504,38.74M,0.0%
03/17/1981,0.11017195125264631,0.1092141966632146,0.10807496608558122,0.10881680889344593,41.6M,8.47%
03/18/1981,0.1099682911446309,0.11054918655534564,0.12059567581093189,0.10864644670193921,36.47M,0.0%
03/19/1981,0.10937139630398166,0.10854373614721383,0.1097686543844457,0.10793586101203896,38.16M,0.0%
03/20/1981,0.11082676002657194,0.10984374721072838,0.12208586327546428,0.11132450390056234,13.77M,0.0%
03/23/1981,0.11985865626658034,0.12106349047498208,0.11799989095501694,0.11937079883341911,22.43M,8.07%
03/24/1981,0.1202187733726805,0.1202403842492711,0.11833088000714714,0.11932217781996163,29.13M,0.0%
03/25/1981,0.11910437186074212,0.12026321449887264,0.12154046084988035,0.1182196909242369,7.1M,0.0%
03/26/1981,0.10830326689870905,0.10852353925023632,0.1078983443253129,0.10967696476122336,12.43M,-8.56%
03/27/1981,0.11036143977698505,0.10869074301930681,0.10879010196536766,0.10898373911614417,11.78M,0.0%
03/30/1981,0.109082066752646,0.11091523083434136,0.10939237003364041,0.1090024147300171,10.18M,0.0%
03/31/1981,0.10801539753533586,0.11174013045207118,0.11054716175866575,0.10834334329229395,15.01M,0.0%
04-01-1981,0.11120998523176683,0.11037180125078903,0.10863936804726093,0.10896720548288089,37.39M,0.0%
04-02-1981,0.12049345320392543,0.118958218494954,0.12239640235625256,0.11999761245436774,32.44M,10.22%
04-03-1981,0.12112318389810349,0.12165939278367129,0.11815118500961375,0.11884932957996112,14.87M,0.0%
04-06-1981,0.12044291979780838,0.1216385696448168,0.12221194452102956,0.11823258913983681,23.8M,0.0%
04-07-1981,0.11017342359213649,0.11214949194816823,0.12084862542895394,0.10955136373382679,10.44M,-7.48%
04-08-1981,0.1219196821257167,0.12129827995758738,0.11828605629432984,0.12134090145089042,21.3M,8.09%
04-09-1981,0.11885672186166324,0.11946047438334904,0.12081604990704009,0.12209827761612728,11.67M,0.0%
04-10-1981,0.12016618052629614,0.12191883684759665,0.12137711885556057,0.11857522272366812,35.27M,0.0%
04/13/1981,0.11836239387306037,0.11978019747717687,0.11960795937740129,0.12194625114748324,16.79M,0.0%
04/14/1981,0.11904406466892467,0.11763654990025857,0.12125875151950996,0.11764724041687215,6.69M,0.0%
04/15/1981,0.11760726151334923,0.11854185082052118,0.12152248595986326,0.12204279214154679,36.82M,0.0%
04/16/1981,0.10832994760546033,0.10812449023947045,0.10810887826466731,0.11027148747062049,22.75M,-8.48%
04/20/1981,0.10966970515503212,0.10797876831844119,0.11944881164583707,0.11081510624966573,35.72M,0.0%
04/21/1981,0.11961813547598198,0.12181619414615426,0.11965890043324218,0.12143158164414285,30.26M,7.74%
04/22/1981,0.12918433726661097,0.13209225133209423,0.13129581413207095,0.13232860064157215,19.94M,8.53%
04/23/1981,0.12789827890217442,0.13043632270950875,0.1300189217933377,0.12757637043634115,54.18M,0.0%
04/24/1981,0.129442318173661,0.13140809440452042,0.1277277909740085,0.12930740312418332,35.57M,0.0%
04/27/1981,0.13040257668355487,0.12801039151037194,0.12876654541631688,0.12749682899286718,37.51M,0.0%
04/28/1981,0.1315630040222278,0.12813554694824947,0.12901098487175972,0.13018189061742702,33.87M,0.0%
04/29/1981,0.12041494020441205,0.11798908669586995,0.11819929361217599,0.11926675039507188,12.37M,-6.92%
04/30/1981,0.12852038765408122,0.13163372109032007,0.13022600868803957,0.1278545814060082,12.4M,9.36%
05-01-1981,0.1290361797272199,0.13227843448742835,0.13070416008640426,0.1322125399890471,15.83M,0.0%
05-04-1981,0.13245404705434088,0.1278686463773546,0.13019134588240083,0.12925106789926008,13.47M,0.0%
05-05-1981,0.13246562717788737,0.12999129331641568,0.13235518098348983,0.12794913377793793,17.16M,0.0%
05-06-1981,0.1202870957410022,0.11997132337928909,0.11823971271897006,0.12156511922943893,17.53M,-7.62%
05-07-1981,0.11960878706623525,0.11907182194553964,0.11999369635778401,0.12032323021271735,9.42M,0.0%
05-08-1981,0.12180205753342042,0.12201528434361716,0.1303999840940368,0.1214107454105628,8.18M,0.0%
05-11-1981,0.1193774971695398,0.12199945808436738,0.12119946249256965,0.11894122005685069,12.49M,0.0%
05-12-1981,0.12224741302597639,0.12120735043421926,0.11986595585382294,0.12196803727978885,4.56M,0.0%
05/13/1981,0.1194035128592776,0.12218474609052336,0.12099372796702866,0.12095058637112654,4.47M,0.0%
05/14/1981,0.12109064038613761,0.12038361163379833,0.12120670945457342,0.12018811639564064,4.84M,0.0%
05/15/1981,0.12158778583952905,0.12164137347502779,0.12086179219547424,0.11769518938233293,4.96M,0.0%
05/18/1981,0.12012973506012796,0.11953292170104851,0.12764939672490772,0.11903574744868656,4.51M,0.0%
05/19/1981,0.1177853442951076,0.12066021559772695,0.11918811596301486,0.12098646323837207,23.27M,0.0%
05/20/1981,0.13110687875635543,0.13218096156128764,0.12889956117567655,0.12953114892582393,14.41M,6.94%
05/21/1981,0.12894276747989045,0.12856772834852975,0.12779050486125829,0.12957692055961775,30.88M,0.0%
05/22/1981,0.1381023041197263,0.13907856367211882,0.14090802066856012,0.13901335394740919,33.69M,8.55%
05/26/1981,0.14087169499733881,0.14133843080769698,0.14265759671868394,0.14220608115824485,84.56M,0.0%
05/27/1981,0.15275479816462526,0.14953850444430983,0.15036233086464926,0.14870283428405978,153.28M,5.8%
05/28/1981,0.1524572998072494,0.14779729844800685,0.15009798444638808,0.14786252766585858,70.91M,0.0%
05/29/1981,0.14866754988286696,0.14915323184963852,0.14708820264289169,0.15085109123033597,63.71M,0.0%
06-01-1981,0.14760246200996613,0.1481858847486744,0.15116595530084959,0.14751232682270682,55.04M,0.0%
06-02-1981,0.14216544890761237,0.1381697971157586,0.13920792130545392,0.13953766976615234,42.84M,-6.61%
06-03-1981,0.14117590068329416,0.14003332454470332,0.14068345586128495,0.13823434846835586,38.76M,0.0%
06-04-1981,0.14135046697729692,0.13981621816502346,0.14206282525232308,0.14007219399495935,60.86M,0.0%
06-05-1981,0.139515438198776,0.140045438316856,0.13905130083897405,0.1374665738726604,62.56M,0.0%
06-08-1981,0.14238624128355956,0.1415114648445689,0.13960562560927955,0.14276291938139957,85.65M,0.0%
06-09-1981,0.1376694802179072,0.14181365616592442,0.1410939370737169,0.13892162952998038,123.53M,0.0%
06-10-1981,0.1412753936841036,0.14148631252224506,0.14164577024424926,0.1374349002679907,24.52M,0.0%
06-11-1981,0.15134985530527983,0.1478027350052405,0.1490737391432644,0.15086679427370625,41.75M,7.31%
06-12-1981,0.1498058310965197,0.148738891746067,0.14768695510636934,0.15182877987257537,27.45M,0.0%
06/15/1981,0.1422056347198294,0.14015871355192253,0.14879274399092615,0.1416213837089664,152.51M,-6.69%
06/16/1981,0.13951837258757088,0.13950458914871594,0.1410397143195695,0.14049969004075935,33.86M,0.0%
06/17/1981,0.1414489503984729,0.14079886226167881,0.1387250377844426,0.13984251427712635,28.39M,0.0%
06/18/1981,0.13851811176511653,0.13902095816407375,0.1417688916938257,0.14250983328357225,24.45M,0.0%
06/19/1981,0.13804464381652218,0.13774539194968755,0.14194643821648073,0.13750258968184412,28.36M,0.0%
06/22/1981,0.13029258205564095,0.131909074915457,0.13087140870994424,0.12809919199216285,11.15M,-6.03%
06/23/1981,0.12839167644595495,0.1315421627960539,0.1290499790814249,0.12755234844612448,15.07M,0.0%
06/24/1981,0.13181912313113825,0.13097262667434775,0.12890153295287052,0.12759052572032775,24.12M,0.0%
06/25/1981,0.13097685754134009,0.13203107369056444,0.12939882744482326,0.13235221580414758,22.6M,0.0%
06/26/1981,0.1302713676632421,0.12869480745314954,0.12926651147589527,0.12872395071355427,23.29M,0.0%
06/29/1981,0.13194527315244095,0.13239258215123437,0.12933609447435618,0.129999068271469,10.9M,0.0%
06/30/1981,0.11800115054693767,0.11845223090809229,0.12012644771711117,0.12158911151507164,38.11M,-8.38%
07-01-1981,0.11036101537726516,0.10939868246222606,0.11905472109956912,0.10976834781210625,163.67M,-9.38%
07-02-1981,0.10905770491163272,0.11026023098985613,0.11924061709641118,0.10950110305065651,27.78M,0.0%
07-06-1981,0.10978319529106102,0.1113553066693346,0.10799918060632605,0.11211839200386316,15.86M,0.0%
07-07-1981,0.11189144427859303,0.10794660202040017,0.1078406714510552,0.11216863015355967,16.58M,0.0%
07-08-1981,0.11804783965342541,0.11978112856070539,0.12072748131598482,0.12166795566481037,17.15M,8.35%
07-09-1981,0.10862658039991611,0.1107920248772272,0.10829546776073826,0.11106193937965704,31.83M,-8.21%
07-10-1981,0.10196828103731881,0.10035989655136246,0.0994597671190767,0.09867664122401187,49.66M,-10.23%
07/13/1981,0.10002129192745611,0.0984582028850477,0.10015369072405021,0.10146202051202524,44.77M,0.0%
07/14/1981,0.10782264953631805,0.1100184534314896,0.10822468303194198,0.10836875351791389,20.77M,8.34%
07/15/1981,0.11094715028696638,0.1084203339577089,0.10843352508496348,0.10874754037142005,11.26M,0.0%
07/16/1981,0.10946921359776252,0.11069589793638716,0.10891085096225699,0.10937554260813144,14.57M,0.0%
07/17/1981,0.12058204751545767,0.11962996276347006,0.11916169801464961,0.12107420017965237,20.23M,9.18%
07/20/1981,0.10914506604211974,0.1120559547658911,0.10881649379437819,0.10948158175437647,21.47M,-6.86%
07/21/1981,0.11000643668987839,0.11215433375285003,0.10857731186327323,0.1107372223969702,32.74M,0.0%
07/22/1981,0.09969809777370946,0.10029031745431297,0.09945318078946712,0.09916907022004989,21.44M,-10.27%
07/23/1981,0.09868662564842758,0.10096522514775297,0.09881327171468796,0.10133252173477342,36.66M,0.0%
07/24/1981,0.11214027514970178,0.11020470959780837,0.11072070350674097,0.10912312596976408,27.79M,9.03%
07/27/1981,0.11205896688637217,0.10965311719017433,0.11082496465898241,0.11197742415846418,17.1M,0.0%
07/28/1981,0.11157164610647707,0.10907616054975687,0.1104967368798048,0.10818431376936506,22.74M,0.0%
07/29/1981,0.11166511684046253,0.10995143790677636,0.10912377608478828,0.1102148633039154,14.84M,0.0%
07/30/1981,0.11210039250408192,0.10802548494403164,0.11182038032872728,0.11173013190899074,9.85M,0.0%
07/31/1981,0.10987808698840267,0.11167206058051737,0.1118664420395769,0.11153642339717587,11.71M,0.0%
08-03-1981,0.11082155445966639,0.1095483419778278,0.1115087144694405,0.109005830818215,11.86M,0.0%
08-04-1981,0.10822864690335038,0.11024976888423711,0.10853113120825608,0.10865695858928943,30.81M,0.0%
08-05-1981,0.11873707590245013,0.12156058342107964,0.11851386647177437,0.12227642723419334,17.53M,10.23%
08-06-1981,0.10861247399303657,0.10877512423441485,0.10953659076189519,0.11171004572443606,11.26M,-7.67%
08-07-1981,0.11204078292684075,0.10956975422450799,0.10884937208141551,0.10954758123411748,8.77M,0.0%
08-11-1981,0.11201186728335168,0.11057987237085848,0.10922367916681192,0.10877368772170648,75.19M,0.0%
08-12-1981,0.10831086182592758,0.11107683972762136,0.11148356206258304,0.10968515684913055,25.42M,0.0%
08/13/1981,0.10002851085312428,0.10127555153828516,0.10082938979926181,0.1007371930700717,26.7M,-7.38%
08/14/1981,0.10104846592992751,0.09871661023386895,0.09871092275525903,0.09904156535030811,21.96M,0.0%
08/17/1981,0.09985547273642283,0.10118805002688665,0.09899735455523694,0.10031167704867586,20.44M,0.0%
08/18/1981,0.09896896782724399,0.10194492913828322,0.10193842848701709,0.10162503668414802,16.21M,0.0%
08/19/1981,0.0986161665649952,0.10051281383993854,0.10070806705543783,0.10105596844620851,21.06M,0.0%
08/20/1981,0.10143294257390499,0.10037675761042533,0.10144959987656009,0.09838988742461255,17.95M,0.0%
08/21/1981,0.0915126257076527,0.08944903441263234,0.08888112292107195,0.09086806154946613,41.72M,-10.87%
08/24/1981,0.08090499485262484,0.07893113696530395,0.08078607940801381,0.08012498727532488,24.22M,-13.1%
08/25/1981,0.09052916214519366,0.0890626686584443,0.09170617232102533,0.08901581078587092,42.85M,13.06%
08/26/1981,0.07972122108755764,0.08047206380662368,0.08873503850762174,0.07995196343927254,31.09M,-10.24%
08/27/1981,0.09049688441111658,0.09160110326355722,0.08822210863538923,0.09092354770163164,26.31M,13.38%
08/28/1981,0.09165628870949163,0.09035984840011167,0.08926605936372234,0.08931619499743725,40.71M,0.0%
08/31/1981,0.0901927091435209,0.09009310084749814,0.09089215406606603,0.08828356023015924,37.13M,0.0%
09-01-1981,0.10148336872288628,0.09896536793981968,0.09803063921105742,0.09942532554363334,34.79M,10.13%
09-02-1981,0.09822537072073448,0.10145252862051411,0.10018455963054158,0.09860169310185522,18.42M,0.0%
09-03-1981,0.09167525895974722,0.09114048053264297,0.08840510590682608,0.09162866509388354,37.74M,-10.8%
09-04-1981,0.08902731364577306,0.09036463299856305,0.09133508017080057,0.08856314510044677,15.63M,0.0%
09-08-1981,0.08966096436055562,0.08969025141238177,0.0911503400047706,0.08863438071532713,26.93M,0.0%
09-09-1981,0.09055756200729467,0.08949050811207288,0.09116994961054384,0.09134020004492459,28.61M,0.0%
09-10-1981,0.09007646571646881,0.09018668659997944,0.08935105849125982,0.08969748786579096,32.62M,0.0%
09-11-1981,0.09177274680939486,0.08892313639476256,0.08863555221717562,0.09127051241138777,18.56M,0.0%
09/14/1981,0.0801602551505142,0.08033817535849017,0.09122565698171452,0.07884056549485104,25.83M,-12.91%
09/15/1981,0.0800174824261182,0.08054603017549994,0.08107184631511138,0.08146645393799652,20.07M,0.0%
09/16/1981,0.08021197636125287,0.08032634258382913,0.08047974379934404,0.08110150389254328,18.65M,0.0%
09/17/1981,0.08121947128322163,0.0797823477305468,0.07908044190042907,0.07980453243403705,20.87M,0.0%
09/18/1981,0.08080260665687151,0.07964537814026584,0.07946166257764008,0.07963361116126544,28.12M,0.0%
09/21/1981,0.08066520592398893,0.08081677828451034,0.07954730526149194,0.07948715163033565,46.06M,0.0%
09/22/1981,0.08035429509266923,0.08037971555543942,0.08135410378243255,0.08072935433338847,51.9M,0.0%
09/23/1981,0.06888872935719606,0.06963021463706595,0.07096475962451484,0.0701721556331926,30.85M,-11.14%
09/24/1981,0.06994778006696449,0.07080449444140094,0.0710991246044578,0.0699656495184653,19.13M,0.0%
09/25/1981,0.05909792064137153,0.06066283381526347,0.05957985950467143,0.060258284311061956,35.88M,-13.83%
09/28/1981,0.059009637607600765,0.06025266589117577,0.060744552111448996,0.060095644448141965,91.82M,0.0%
09/29/1981,0.06908792536362962,0.0695315162117445,0.07057791372313704,0.07110686176021791,88.04M,15.24%
09/30/1981,0.07126200162853608,0.06938166108929687,0.06912249145041337,0.07030953333745849,49.41M,0.0%
10-01-1981,0.06870678281350227,0.07117957514981077,0.06961838352625742,0.07107471220725328,65.02M,0.0%
10-02-1981,0.07106280123341027,0.06945768562810094,0.06903578016199062,0.07075777172353687,44.04M,0.0%
10-05-1981,0.0803318074740194,0.07859182513608919,0.08103110671156863,0.08026471913411533,39.25M,16.47%
10-06-1981,0.08069788523238497,0.0796284175186963,0.07872942255664803,0.08150013872589076,27.11M,0.0%
10-07-1981,0.0805861037058059,0.07918072355327746,0.08099911012577532,0.07962995902256108,37.34M,0.0%
10-08-1981,0.08030141318233637,0.08078110607509874,0.07888977392443013,0.08075478905575581,30.8M,0.0%
10-09-1981,0.07990817230968152,0.08080461139096205,0.07876053636000602,0.08126492386937814,53.54M,0.0%
10-12-1981,0.08863123680262984,0.08875824776633001,0.0911086105575735,0.09073258911324976,27.44M,13.63%
10/13/1981,0.08877496914950953,0.08884175427949183,0.09156096878980761,0.09176340272042438,48.0M,0.0%
10/14/1981,0.0794825525280486,0.08025186053145955,0.07940283304730243,0.07964582927508962,29.5M,-11.22%
10/15/1981,0.08139255295444488,0.07875260264318425,0.0807197838412806,0.07948439850044275,29.55M,0.0%
10/16/1981,0.07911048147084354,0.0809349442898697,0.07931410350049252,0.07936237388078453,33.1M,0.0%
10/19/1981,0.08019278137631532,0.08052011571218111,0.08075778173254641,0.0807053754827653,20.49M,0.0%
10/20/1981,0.08884494458005958,0.0882557585435958,0.09071976259718732,0.09163071944656231,33.22M,11.89%
10/21/1981,0.09161300832743695,0.09014089145569212,0.09053097751243229,0.0906102275826575,79.44M,0.0%
10/22/1981,0.09055666996275384,0.08949266185976752,0.08935375130690422,0.0915806807341252,33.67M,0.0%
10/23/1981,0.08104733058721054,0.08121988667334874,0.08821727110257735,0.08158914597510253,29.43M,-11.12%
10/26/1981,0.08018638568979002,0.08069199540745324,0.08919679635438565,0.0797308263299344,25.42M,0.0%
10/27/1981,0.09132955059622976,0.0904471167197507,0.08872188475854728,0.08905492224566731,84.8M,14.55%
10/28/1981,0.09037532460923414,0.08895250967567454,0.08894446931726627,0.08829445966328243,47.32M,0.0%
10/29/1981,0.0902813901693179,0.08851055468700263,0.09101352425763438,0.08974397058289468,30.22M,0.0%
10/30/1981,0.08955156970772062,0.0909898015811184,0.09126999726008908,0.091326733842641,48.09M,0.0%
11-02-1981,0.0895687632895099,0.09034132177538305,0.08896535024190289,0.090389100182252,36.46M,0.0%
11-03-1981,0.089787705343727,0.09017291752359247,0.09011450992665186,0.09108823760094596,29.39M,0.0%
11-04-1981,0.0887355886108401,0.09096920793181691,0.0901282425340988,0.09141322111100962,22.42M,0.0%
11-05-1981,0.08128850152542523,0.07902970767306969,0.08044224052646799,0.08105222473907343,22.89M,-13.02%
11-06-1981,0.07998115395130242,0.08143887931760593,0.07937410610096426,0.08144471918536413,24.4M,0.0%
11-09-1981,0.07916829870428997,0.07856714127095471,0.08013552698372924,0.08079873993240284,19.31M,0.0%
11-10-1981,0.08070659157437017,0.08121571035010204,0.08114807046862786,0.08083885119215443,17.96M,0.0%
11-11-1981,0.07865986037691959,0.08153771362462386,0.08098076122245558,0.07968245329899908,27.1M,0.0%
11-12-1981,0.09029244378995688,0.09127977111845108,0.0913441736452071,0.0899091230561493,39.53M,13.79%
11/13/1981,0.07883364526290937,0.08013207693077533,0.08040717133135154,0.08096404226474807,21.99M,-12.16%
11/16/1981,0.08020542753879603,0.08057712404283274,0.08158845121089561,0.07864556260415469,21.22M,0.0%
11/17/1981,0.07888639813499726,0.07994305526932687,0.08017678869503399,0.08103290085425326,32.88M,0.0%
11/18/1981,0.08046107111350369,0.07997511039235689,0.07960282291144676,0.08095839290052885,32.05M,0.0%
11/19/1981,0.07920245474518949,0.07890941690788214,0.07966074740348128,0.08045040458138092,41.09M,0.0%
11/20/1981,0.07904777226442118,0.07892923119974914,0.08995146949576117,0.08036689795192832,39.14M,0.0%
11/23/1981,0.0802205748399411,0.08050585555481106,0.08065892899899392,0.08020693626297815,23.18M,0.0%
11/24/1981,0.08116048914633663,0.08057371487025916,0.07921850636032454,0.08087001498223755,20.47M,0.0%
11/25/1981,0.08073837140165432,0.08139625594771115,0.07858070898287378,0.08083895831628995,55.5M,0.0%
11/27/1981,0.08133317339597498,0.08045353376797607,0.07912820220085064,0.08145832407461494,34.4M,0.0%
11/30/1981,0.0787173674146911,0.08122940768784753,0.07864671297746681,0.07936847647993714,24.07M,0.0%
12-01-1981,0.0794808371400051,0.07868809990986286,0.08061695664226384,0.07892869162837564,25.43M,0.0%
12-02-1981,0.08143689601495996,0.08121714342337244,0.08092259027072933,0.08041298320703645,38.64M,0.0%
12-03-1981,0.08013647071366857,0.07865912053424154,0.0814213552946493,0.07919333526013249,21.03M,0.0%
12-04-1981,0.079728143126679,0.07916019124425096,0.09098204787050863,0.07874330316681404,126.89M,0.0%
12-07-1981,0.08887161946030678,0.08983556564377841,0.09077311447958014,0.08858572138764846,58.82M,12.17%
12-08-1981,0.08104201920600859,0.07928951427071457,0.08124549322210932,0.08105026056966161,52.34M,-8.9%
12-09-1981,0.08063580428203984,0.08090625461979405,0.08046530179008313,0.07919223119866031,30.87M,0.0%
12-10-1981,0.08126214106236722,0.07900831775842478,0.08068890020835864,0.07898284799689606,40.45M,0.0%
12-11-1981,0.07952260633947619,0.0787118146788532,0.08068639021590795,0.08122819743054023,70.22M,0.0%
12/14/1981,0.08041205380920893,0.0785578012052025,0.07863072261373791,0.07957109202192884,23.97M,0.0%
12/15/1981,0.08077724393351338,0.08097710718042656,0.0808091986764131,0.08106537176003555,31.09M,0.0%
12/16/1981,0.09075537444752811,0.08829217893284888,0.08988621242260922,0.08863577965672421,71.92M,10.12%
12/17/1981,0.08863290014352632,0.08956461556269003,0.08925952297825461,0.08948522697287398,53.46M,0.0%
12/18/1981,0.10168096301643992,0.1008961144392741,0.09881652280642327,0.09975985837405016,67.12M,10.04%
12/21/1981,0.1015478372246635,0.09901066458070537,0.09996888409615055,0.10064691326247491,57.59M,0.0%
12/22/1981,0.09964534451599885,0.10169398448782996,0.10010595912988779,0.09878429827762046,50.81M,0.0%
12/23/1981,0.09962600946013399,0.09916852015507979,0.09943193425211733,0.09967897138142723,29.29M,0.0%
12/24/1981,0.1004457143702505,0.09949297152776214,0.09986443104242333,0.09882905659569707,31.44M,0.0%
12/28/1981,0.09129816551829328,0.08842970775838356,0.08935720450075978,0.08879204933193177,32.98M,-8.6%
